ph,Turbidity,Chloramines,Solids,Potability
8.003031485090926,3.1375512055381387,7.697323746237285,15007.272681730628,1
7.867412538059215,3.1018948047170687,6.166679622352725,10539.286376356155,1
8.069297892811402,3.021381555454751,8.038212717585301,16654.509370021242,0
4.275159672976756,3.7328560505383,6.525202657012258,26098.637956382463,0
5.517737316420501,4.523106007500935,10.525857765559618,17638.322473218224,0
5.699873488404511,2.416402097988852,5.249974384483521,31977.37013682092,0
5.877974040440475,4.0322595038243865,5.701659125426225,13652.293199392612,1
9.026787719511631,2.0190420182011657,6.588374366182638,27965.07214592841,0
7.243409878975713,4.466935915288811,8.454106777002822,20877.53484090427,0
4.07760772456597,2.758658531189276,7.923973951449605,18194.95413992543,0
9.723377230792792,4.0720633529651895,9.752087959847046,9076.646483433453,0
9.314522391908303,3.092940473017639,6.43707052209314,23087.21765865113,0
3.25657039389701,4.888495675445086,6.840130250702962,16010.914999830555,0
7.487573363881187,1.8013269989752103,8.560974485266396,28837.33040127911,0
7.855906367971113,4.15188982992317,8.038872166572107,19850.182892294943,0
8.115624506544236,4.4088119398732255,6.046110608477251,15513.012580820465,0
6.129069622155112,3.837639089504538,7.387451232628129,22207.482865469778,0
5.678220967059215,5.429781739947604,7.145335458433946,18377.008261408668,0
6.7861662937200125,3.2218622294046546,6.495949667206787,9669.710685579534,1
6.519847784240155,3.2722860861005483,8.389077863338056,14284.647917118657,1
4.725997720598259,3.644606540888711,5.923395846861923,34265.83058147379,0
8.468694414938106,4.375598892354405,11.930447965564245,19148.224744060237,0
5.187471605436375,3.2032578962619933,6.913910913807519,20060.07872720117,0
7.036752103833548,3.170543086971916,4.008584109643412,9959.1350153987,1
7.036752103833548,3.068919236981341,4.9512770484847,18085.15884117502,1
7.036752103833548,4.699120987045171,4.9549231765651935,11125.443536741795,1
6.043360083711829,4.74524751697268,4.371024856309438,24856.607107211305,0
7.331430811887659,3.392162880522432,5.951719064654053,9360.583690079618,1
9.888941401311577,3.750163510344408,7.986456361636122,19892.38891391681,0
7.901367931371599,3.0454344818575274,5.474732360626478,10304.436364275785,1
5.669689566349437,3.5921334240895173,6.77810364227845,20081.537954466112,0
7.312012591665633,2.4190588736518106,5.703235072015136,9763.304344367896,1
6.867521704142662,4.837268003830061,6.867072504706312,20247.201029333817,0
4.979468811483327,3.43902165089796,5.593830420301607,24167.84288181644,0
6.509621638211163,3.802819638132032,6.862782053514225,20122.192563757548,1
3.88304134056025,4.1769962617586955,7.63753251967427,17892.87134946817,0
3.633162828862528,3.349571655135964,5.246381746649555,28584.17580970699,0
6.970036693982143,4.27528772019042,7.412765411127279,32037.60547052181,0
6.8117022698952745,3.2750084075928307,7.0561071672969495,15149.489870972233,1
5.632731646664602,5.114607051016194,7.144655074770772,28315.43777694194,0
6.129637014813746,4.615886181275908,8.830102319230392,30989.94841451828,0
7.036752103833548,5.324638004849745,7.317569734064269,13427.06859106962,1
5.685216462878775,4.066156997388842,6.664443788811873,17628.04305899483,0
7.240351005742477,3.782971899999771,6.737176049704408,14462.674308376983,1
3.7594877125193866,4.654218765727433,6.118674494040511,16471.040546585173,0
7.036752103833548,3.603089689088135,8.326154937372975,11566.875547564368,1
7.470337463451932,2.6065324251875572,5.877553484938732,6722.235902638013,1
7.036752103833548,3.756100422662207,7.713783211663833,12700.488038605892,1
6.867000691245711,3.4841205736312477,6.7593522120783724,14464.11554728778,1
6.883015402442057,4.102291769099022,7.243682989120733,14298.410462069063,1
10.43329098280438,5.057310516515726,8.161504810728331,22326.89204571865,0
8.42690635667539,4.244513927400452,7.664375220029952,19576.530381129185,0
6.1649272929056105,4.169660977577574,4.398831270461076,22805.61150481362,0
5.895145558138062,5.075214287652746,7.905768670318106,14704.906246105586,0
5.166225969826906,4.608319394330376,8.637097862227549,12060.0095271727,0
5.609025353745414,3.354890147961576,6.772753383250597,26955.33018270648,0
7.760189364703282,4.590527648801448,7.930381857190964,34250.16392496158,0
4.4770917139584885,4.32768028988057,4.842658321262629,26843.470364384983,0
8.11644657034648,2.934697436997308,7.513870224431929,23985.864422293933,0
6.891549222025178,4.958936840904343,6.866434552832582,13376.680471923562,1
5.068795502073682,4.362085653052907,5.330123052152086,22781.36453356911,0
3.566036938632892,4.559375000202623,6.992001389655374,16543.000908266786,0
7.036752103833548,3.537040784668471,7.104365818605476,17505.852735168726,1
4.884388228619609,3.616700535246352,8.440399977615007,28392.42497620195,0
7.49623220797336,4.777382337225378,5.072557773840631,28388.00488673697,0
7.835906989202026,3.183864093341969,8.137483668926913,17643.40714703863,1
5.596627849736466,5.235111120685716,8.435470110486323,17925.352120318876,0
7.036752103833548,4.103438960001448,7.432312245692435,27382.769331033367,1
7.573905933368074,4.410729144201569,5.52466619583519,15926.426007885704,1
9.319176393077573,4.129230416389857,7.784940449239423,14294.240349959267,0
7.036752103833548,3.771305112783325,8.660711290783892,27687.73764635304,0
7.036752103833548,3.659974811789956,6.324879788817687,21410.31962366429,1
8.860324241725671,2.4766744197524457,6.5190628944638975,19550.299680482232,0
7.036752103833548,4.930189986333271,8.366722754847865,28224.77417849429,0
13.175401724233025,4.106924490038661,8.907019729031202,19237.949676491447,0
5.98501245091746,3.764099673513571,7.723292486876025,20155.43446937197,0
3.681076270548827,3.8930704029978314,6.095282918647103,26726.77111340624,0
5.3270235340963366,4.85582125104602,7.362410882893811,13580.61848288731,0
10.041027974912506,3.8075626058306695,7.939074357822587,16266.434445278892,0
9.869231934989052,4.736849577023042,7.716922923418477,29549.65882291618,0
7.780868679242907,4.602026774692102,6.146098439515495,40483.73038912539,0
7.535826663537854,4.057836734623745,6.648774978076922,23448.273118628993,0
7.665508648554234,3.649229504953888,6.329007097651073,10507.29675759358,1
7.036752103833548,3.9167455268933375,4.66052847082034,39742.970329359705,1
4.58196872788087,4.500207624732678,6.3584022962415565,33897.06820165686,0
7.036752103833548,3.2425454482885505,6.90104076715514,21687.473454293264,1
5.117390302624234,3.9371884418353353,6.207729477942272,30914.111579007564,0
7.14601971618829,5.393476357423515,6.6520354923221605,22445.1733031336,0
4.8118324898032325,2.8609929488436383,7.569543692616456,27547.807056356603,0
7.036752103833548,3.1653909007410843,6.702671599764981,32600.42940605805,1
2.8294431717859165,4.340182350534929,5.514214297619776,19028.536543291273,0
9.181560007151536,4.503660796179122,6.904989726470096,24041.32628006128,0
7.036752103833548,4.600663396060018,8.14835846973079,18964.09225556579,0
6.505065806504937,2.890998522404099,6.938467052899352,16982.1319743572,1
8.163999617620284,3.67308809381557,5.412481384644464,27414.899122937924,1
7.036752103833548,4.093097748782288,10.338233980802318,2912.2112468274267,1
6.702496216244025,4.267952933982107,7.029491110970193,29057.22761748945,1
9.185417502207793,4.186674617804839,8.108317979962136,18073.96858893089,0
9.045720545334614,4.213700443947227,7.609833075619996,22829.11084206941,0
6.615350134913252,4.453443264734048,9.309160026750972,26392.86361186488,0
5.050748379982704,3.9302906628109806,8.118115150459,18252.07598964477,0
7.935450771217438,3.1894977169981296,5.214128435368248,9949.471531756022,1
6.9445242083416385,4.319664361528207,6.907740823404703,22214.33983051919,0
6.35311030182946,2.856175486931272,3.723776180465787,18409.037315470432,1
9.380658050788323,4.034349047158281,4.271544671064371,15156.78983399899,0
8.848586282929045,4.014681857976119,13.127000000000002,32033.332018857272,0
7.036752103833548,3.662648159726404,8.55144684504605,13927.002506501727,1
7.036752103833548,4.407566169075395,8.932763593498796,27345.17428802764,0
6.86313624993993,4.319777194854658,8.193416004409773,23610.517563168363,0
7.498372459046129,4.242241799025037,6.588566093133087,21736.37332414967,0
8.654792650142806,5.148137887599708,6.164048563812341,14799.31146415062,0
8.41997068212899,3.962478314282775,3.998265840980654,13237.989604570806,1
1.985383359263048,3.923093197436791,6.769267636869141,23039.328505396858,0
9.011588753600265,2.897292531479614,6.767010377914622,25208.151842324634,0
5.767349596865663,3.896090487367949,7.728859875071584,15417.932834388865,0
7.80963189801941,2.447444463910633,5.212314602065352,12013.550628764531,1
7.679595096300121,3.297525234337058,7.633725249675295,32000.8439113861,1
8.22680803429499,2.1887018433563847,6.8639270579151646,16472.192309271515,1
7.595669983691271,3.403393176535209,6.192662700732348,13486.142191111216,1
3.697463728651003,4.299496441545959,6.633919256958468,20012.976708632195,0
8.091812332148193,4.370031238360665,6.725680183680906,26472.69180287761,0
7.163999222574383,3.3543222667273684,9.412034556261546,34226.072126574334,0
9.58118852272883,3.9291775435011354,5.665430735232903,28292.780318432197,0
7.741245058636744,3.7411433659749633,8.696478833800825,22824.699465157257,0
9.960689857533172,3.4345384628517905,7.143906655908775,15835.122817712849,0
7.036752103833548,3.2853718352092978,8.378282176906978,13812.41042060634,1
8.3503510398453,3.507227581181632,6.108947365964821,17177.78878280838,1
8.675192691679182,4.978575359632432,8.630380615158643,15049.584198812629,0
5.204938762890717,3.439561018542137,7.300265027559329,17818.39448925992,0
7.93623282904714,3.639962257783581,5.989238331942695,10142.279371715864,1
7.603775446495936,3.5849850237337204,10.999995159050403,11459.62244497658,1
11.568767965914164,3.761288428295522,8.860762307418115,39234.470183564605,0
8.394397411757225,2.8339014301371472,7.84026050655083,10603.098020510712,1
7.036752103833548,4.476991214592083,7.621234063423778,28790.547684661266,0
6.652488090855707,3.742090426349668,4.961066380191502,19871.788448305862,1
7.350378986684694,3.6639221839230154,10.41658888057755,26736.08556736884,0
3.4450618643852127,4.184396969028851,8.782147480773485,33424.7686784948,0
8.228563824612493,2.7819441082828664,6.712006973914058,18132.09440069949,1
8.322986672402298,4.052135727552661,8.827061283189618,28049.646283166327,0
2.7477079452683744,4.508194013955432,6.892157083217654,17929.811485915972,0
3.967882243342906,4.246702788845079,6.233515550438121,20095.989099224473,0
6.5,3.6889252532317514,6.701930416040304,23397.83937016158,0
9.868877880662472,3.355489790912581,3.351597819645086,15326.855914122048,0
5.506061504313135,2.77890595094447,5.983996403586644,21543.726601097253,0
7.186931122348115,4.275645348013285,4.984431830347783,34510.75299526274,1
7.320903396198993,2.8570942063778815,5.351315840514467,7193.622805326237,1
6.645657377741357,4.17065776273292,7.066565050078192,23432.109730480184,1
7.036752103833548,2.5456313453594457,6.677057058644299,21829.27314846263,1
6.6832103809367025,3.7756939705149946,7.095653145186011,19732.33928638729,0
6.791056445437446,4.209382358897628,6.270143984981452,20441.961156960027,0
6.792407468552389,2.5056504406363977,6.811415524954471,28508.21692861284,1
5.796236902009642,2.4836433968894216,8.408831552008218,15671.11928668336,1
5.706130889124347,4.3263943702932135,6.3835454731196695,25815.609090216807,0
7.036752103833548,4.494459701511088,6.061283795437185,21983.559072561075,1
7.036752103833548,4.377502097292449,8.581319745945983,14665.404798289434,1
7.036752103833548,5.005878529984143,7.092691320173934,12666.005324849046,1
9.62472688627138,2.615257476344298,9.883945511518238,25175.75415819416,0
3.7471322577422512,4.204603564545821,5.515161291137149,18752.6283989664,0
5.585116998353004,4.148342955341853,9.252852464062771,22234.69673752062,0
6.990800830630459,4.3326398719810655,5.292450113468765,19713.41152101369,1
9.352719752960567,3.398264164565317,6.504916049493928,23558.5547458282,0
7.502386221382346,2.955387311505164,4.862205995460734,10352.154807692968,1
6.559627885261048,3.664463030864346,7.761108314168174,22624.03418163004,1
7.036752103833548,4.148611317085472,6.472958397268817,26486.18143996345,1
6.951040479355409,4.209696530210119,6.688011090089225,24319.67993277669,0
6.5,3.2369234604968544,6.921038020071872,9140.747116967375,1
6.711814601241559,3.41364670316115,6.619087921298853,23936.275332312147,1
7.443189014292676,2.6648327961143745,4.313264845761401,13551.953344708114,1
8.062805643024472,4.471842000471335,9.889949954589298,11567.8878401924,0
6.961891686003921,3.4467284598639263,3.692065358403253,31101.684276906355,1
7.036752103833548,3.4631725477162503,4.646211052742901,12224.310506438514,1
3.0784548829750538,3.8344956719846754,6.547090621251151,17940.985073406933,0
6.203572848208437,4.305549361837694,3.876812714975288,6698.239095162861,1
9.298018008096014,3.6813242439844016,4.249701619995494,13990.513403071998,0
6.10230679390867,4.280766477746642,8.061863549367494,23406.859160145526,0
7.414148196336244,3.160624468232638,6.845952023844903,32555.85253707369,1
7.710794505327892,2.833131494133331,5.3138831232816806,7814.758950140603,1
5.253907429487342,3.488372513803507,5.817404295782015,34793.85330591925,0
6.320427822952782,4.553380742681595,6.968422637847091,11682.229317057963,1
7.744130993509203,5.207683455238749,8.04076015860187,30586.592663308227,0
7.475536901699288,4.015574262293539,7.498494553889046,31359.38645566344,0
4.704183667003456,4.138994399941143,8.987042737214756,7028.839617265691,0
7.9176085954610205,3.784085381264125,7.263017971187828,15805.650152983282,1
7.036752103833548,4.849755347855416,10.000217756125702,36640.37136619578,0
4.303574607482778,2.010537157431691,7.490508409340612,7323.302300551966,0
2.798549098862777,3.6632522218404526,7.116897432866793,26931.243483430997,0
6.941278904431053,4.178959771570964,7.140121953336555,15433.134836912068,1
6.649705311159435,3.085178509021315,5.254959291073438,16191.42609113293,1
6.152857802124513,4.403083393696855,8.216485933055083,24978.48317688876,0
8.313773604321764,4.290071516364875,5.310815229913601,11310.958312527033,0
7.0258217707497685,4.746091948559119,7.34238063859913,21226.665548084817,0
7.036752103833548,3.313199021657446,5.911870511633376,18272.50597305346,1
6.340809022225877,5.458609690232223,7.599751702318177,15288.213773747357,0
3.7357475521898023,4.336187460354983,6.450409113786282,16550.386848154318,0
7.381108533992378,4.342737529662858,5.493514236431062,12320.512291841798,1
7.036752103833548,3.66686969365282,5.588012812255956,28988.70234332061,1
6.84605994179889,4.709374128291764,6.147209936934442,16515.670391024454,1
4.668101687405915,4.4358209095098,7.166638935482532,47580.99160333534,0
5.452214926167417,5.190533810336875,7.689190528554683,14446.81238968584,0
6.078335836509272,4.20158090550856,8.130472208247298,35957.79218259479,0
7.036752103833548,2.676593519083002,8.021803498102766,18519.16249443314,1
7.16046723080874,3.8848910441472793,3.8030364235979857,6743.346065530401,1
8.107244312818498,4.688271256294098,6.185947771279679,18364.83141799289,0
7.036752103833548,4.069165566663121,5.735689156908452,22900.118250642405,1
7.83336100102891,4.27097313834306,8.341669769803286,13394.731607479194,0
6.8663565150600006,4.346153563046948,7.043424624083506,13979.381750036173,1
5.923441414571481,4.107363630145296,6.296103203499958,25951.554035672933,0
8.206499937809191,4.225120930188118,6.662948925443871,18949.97553945145,0
7.29188832527326,5.328712788466374,9.754475933171076,27784.04848396934,0
7.197795991543301,3.8440132867950574,6.897594139847025,12763.267889422756,1
5.609235358941159,3.2246755179341866,7.001788101358392,14825.934501735352,0
5.018045870383922,5.035153706923996,6.155483652519991,27317.09944429893,0
4.037287739350788,3.045048569942414,7.779459314488093,52318.91729758968,0
5.418503763025523,4.506539591260472,4.357087861232644,35902.715683707924,0
7.036752103833548,3.302419289577298,3.961110718748797,20593.933717750395,1
7.036752103833548,3.4517400465867496,6.2297365643921605,16263.167465418488,1
6.931244178141836,4.89795711765109,7.222004281417241,24359.47041421294,0
7.036752103833548,5.0763624641800265,7.457514884222507,21852.437944482022,0
6.687749780088492,5.559984936815951,7.66037647163007,17786.763300483664,1
7.388292038904119,3.846830261190497,7.830295183914766,12928.64443298091,1
8.184410006452293,4.599082200140892,4.038955038706492,17944.852375346727,0
8.41860665004133,3.442847819687195,5.605863656386442,29313.78335293502,0
7.989376233974929,3.648743737198719,8.562428188978295,16746.80039197338,0
8.293720110388866,3.954715282670768,6.440999765643898,35216.385970173644,0
7.798453676201213,4.107267203260775,11.0788724789145,32704.569285770576,0
3.65092976641921,4.801777353538925,6.143594540351743,18424.213836566338,0
7.781663759793227,4.822967485351244,7.784203339169811,35055.61648989219,0
8.305063984234739,4.461210732047676,5.807121707735631,8451.319110908964,0
5.653506134793232,5.198985503613217,6.501596204518965,16462.460086163886,0
7.119824384264552,3.445756223321899,3.60603609050572,18730.813653342717,1
8.149437297610588,4.949257360747264,7.384126121281199,23978.10768273247,0
11.491010908391427,4.369264314437881,9.263166160944529,37188.826021934,0
7.230845306553176,5.622018080855884,5.818229015846422,17864.689385537968,1
7.053116739303244,5.671998849860188,8.051172565689857,19500.34998335924,0
3.955350291692067,4.485788789236669,6.549762139714147,18777.29036742017,0
8.35263517558002,3.939011353106868,4.439791251197312,33662.389050318336,0
7.118980168364626,5.349210585555077,5.089127565678716,32528.115614331,1
8.205447052623702,3.7399216697331688,6.580460163575968,17981.25477626456,1
7.83097634338162,4.588784656948855,4.8452054756401095,7695.063934702985,1
6.170526139416932,3.652207496311435,7.123966499337674,16206.219671450232,1
5.913755319868532,4.023775901625008,8.368785486252278,12044.624691463148,0
7.0163916169478036,3.4875157459526127,6.012880761555878,8587.660238832861,1
6.020995362815591,4.806016624928021,7.944802450122615,13095.149160657458,0
4.945694700087746,3.782517460306926,4.433724763106108,23000.723137395973,0
4.642953052237968,3.982867293106576,7.707342332983643,16115.929863948231,0
8.64953494696306,5.229809192531628,6.048403824702428,9898.022208564938,0
6.944868386836294,4.241135181480118,6.34140695887747,16904.201091168223,1
7.036752103833548,4.706774891746261,6.365468783544862,15873.034428156288,1
7.036752103833548,2.8576872045024406,6.781576021609511,23917.19014614395,1
7.481397771916631,4.039976289796705,4.649253929836745,13781.780283955726,1
6.751698586301178,3.7560066720223904,8.365470022720896,26325.817698746418,0
10.933110723500878,3.89498862443327,7.085260755848939,18846.634913196507,0
3.5152107090964306,4.566981250776078,6.607074632482878,20093.403854141485,0
5.158396409506499,4.645852434791949,6.736118026809487,35086.39696295499,0
9.894562128568642,4.617532880225431,8.778717494397316,26436.03332650556,0
7.746343115356286,3.678686031235552,8.458102715694844,21670.59366334191,0
7.291957039597602,4.237643894270578,7.628746941681399,21891.677158572624,0
7.636454091471839,3.332906497382808,11.086526251113613,18136.26158474806,1
5.2140091940446665,4.453525556196591,5.783357385747603,34184.30840188933,0
6.153368956728868,4.030337485422805,8.090493963325427,22052.03461898169,0
8.458814661984784,3.50770853604351,6.410043149676146,15677.970686429557,0
5.702925976824722,4.137739016206605,7.1843510891688,35606.44017680798,0
7.7549258169458914,3.092998059746039,5.788639649611697,10069.459472578948,1
6.769572868656792,5.220540269610252,7.121263608584251,11067.181147840996,1
3.730128006866974,4.943032174246396,6.997171606989552,16892.895661907474,0
7.036752103833548,4.142386058756017,5.6945565709239485,25696.32094154681,1
7.036752103833548,3.215740139131738,7.267572785717366,24642.812333336464,1
7.793039171409166,3.389270098308859,8.271245714487424,17398.38584333543,0
8.167792632308252,4.289395484098247,7.262416638654269,27141.36290294348,0
7.380104834625337,5.03045220196702,7.101816885471475,16862.543476270643,1
6.718249444896243,4.488904316315408,6.6306745098240025,21043.626929110094,1
5.191834327140628,3.859800939300224,7.23869130092435,14866.103863221915,0
8.189213850977879,3.709508878038789,12.24639409776954,18432.47651803924,0
6.988206154718959,1.8996830017290975,6.771944512116585,33357.51586288418,1
6.775582812405084,4.333636278302867,8.254114831284221,17968.882775028047,1
6.901111019881917,3.61649834167658,7.928700188113949,21103.30318824115,1
5.1408005276963324,4.19225744935354,4.415975931396427,21407.614287150733,0
5.974583248480268,3.721974696238987,5.66265724677601,22543.25629244579,1
4.965773559644967,3.4217668494012576,6.250578031106523,21802.74489792894,0
5.893103407526232,4.390701603798026,6.3495608678905295,20526.66615556356,0
7.858662778844826,3.42247052094365,6.509065394637483,26703.853473458294,1
6.852939508812245,3.9716940725324306,7.132433017160329,22124.662699238244,0
5.349997296912594,3.838721385483184,8.217819407900288,31795.62560626323,0
5.81456423425241,4.131911907800047,6.051233426152701,29382.33525834237,0
7.893312711115429,4.097360116401124,8.037399953697514,14444.289598021453,0
4.574124682109073,3.086499925758962,8.191827053754649,22520.418640021984,0
6.701940911688224,4.179449580997948,6.390966016442871,17176.87895065498,1
7.036752103833548,3.882003963008942,6.43767486900497,20004.733627551104,1
6.187938053993094,3.5461832023705098,6.253224096114969,12682.150940770613,1
9.024845037417505,3.985250505743576,8.016422649173737,19859.67647580388,0
7.372611795824961,3.1825211188828444,9.426339354029771,17606.885689078066,1
8.519639042501984,3.4272514067406243,6.60269349542669,14578.96131141724,1
8.218171065854822,4.24644617230064,5.000450605792122,22465.687556541678,0
4.704698461717015,4.109924711687724,8.283068933566303,5128.457645769734,0
7.397544009543939,3.9471378883607935,8.422000034825615,19797.10854291745,0
6.286806948436977,4.1048632751894125,7.483257698182117,13777.37619108904,1
8.06206612314847,3.0400314978062712,4.740110742938589,35381.67075872485,0
7.618119571705241,3.769699537275837,5.816215976191796,44539.73832325805,1
7.4132883405347805,3.290105906261202,6.309195827173505,17465.345582051854,1
8.075494507899103,3.682919645453329,10.493840916586826,29483.601853899763,0
8.097453770731768,4.279082403805938,6.196947393934283,18112.28444651079,0
7.709617350900396,4.140423756852319,5.758055530703089,32910.52518225479,0
7.565198073160248,5.185000023597019,8.208677807352506,11246.426645933883,0
11.069456289054555,4.88051238141723,4.047620470589589,43536.02087409114,0
7.036752103833548,2.909606161949619,7.266597743360296,11275.872655429052,1
5.284810114998686,3.990242632195878,6.8204689804050265,11130.21136487445,1
8.684778671525315,3.8773491849022137,5.381993558098351,40799.36032812741,0
7.036752103833548,3.8257700750242414,5.406394013931578,21716.42369230022,1
6.000723335995511,4.176218742792006,4.33912599905565,21111.664104120857,0
7.976900873677573,4.7536079310394825,5.73602687789666,15360.8350680644,1
7.49657178108808,2.9528193539084002,5.205728723084395,8204.759592552598,1
8.891674050856766,4.522599229324436,3.4095758357574946,41801.44183689757,0
8.775485733684196,4.393944466089358,7.931502716678679,22113.391452033964,0
6.227841921598111,4.599573326595357,8.247332931827263,38976.0352139622,0
7.724548385949253,2.78826033563477,6.053806334094599,9016.957768261913,1
6.9639793510478585,4.489870473182842,6.424098532500371,12878.176353612203,1
7.036752103833548,4.405385705659032,8.335618549876713,16963.625011737488,0
3.514545528745279,3.762615331099367,6.821679099461131,23029.663613563636,0
6.624806427804383,2.8409107556338893,5.980401833086066,21443.264748755573,1
7.417570368300503,4.671557881112399,7.472115295676342,23207.092841191657,1
7.744125219434779,3.612260192161634,7.623241594883384,21403.00204819467,1
6.879959452149452,5.688206949361446,2.7417121173046723,44586.81265100216,1
5.039406776379789,3.1269559002913,7.194765031466901,19336.608073355797,0
6.392927840114371,3.2713388593703145,5.298877261876914,21217.158595568453,1
5.284096687429166,4.800963142409066,6.132545673577182,26532.73725453348,0
7.808012211560277,4.165549905534822,6.378364493521163,17037.725367080428,0
7.966856823982582,5.115430914016896,7.832473707577792,21440.73884828446,0
7.331839144950415,3.5460771029950777,6.495853748553532,7200.949160165104,1
7.717076952182754,4.967975792277656,6.987854135150098,21400.016496453653,0
7.074251443801101,4.878944115790008,7.861469473377642,16739.266635207718,0
5.801571267427695,4.42537756358649,6.8606473723156185,15327.879723449309,0
7.486779708528253,5.048833995025392,4.960558357925921,25396.01178237689,0
7.036752103833548,4.013477061980527,7.215349522969699,18908.628257731278,1
8.550875469289338,3.772886607458768,7.822528490547928,28918.419953077177,0
7.29214180515922,4.466912564165001,9.511792391790864,33991.65156687047,0
8.468741062907595,2.876995630567156,8.001377824874378,21038.442612673443,0
6.428866313188399,4.184783371809045,6.153472446645003,15596.473334459632,1
7.036752103833548,3.978495493860283,6.485809596531018,22613.29748499291,1
7.679090583265879,3.186823454952539,8.185399540034222,21530.316230563425,0
6.217579612346267,3.490002013654286,6.819438078276601,15155.548989159242,1
7.036752103833548,4.108856703319134,4.064877887005874,45243.0289529302,1
7.04129044065593,4.141870502891064,7.154940991762814,21175.041976224125,0
7.367371852627868,3.8172151052716874,8.062782658836017,16663.60250704232,1
4.758439424671477,4.542801461749175,4.731348984614181,21568.428779035887,0
7.868147086463669,4.315898406460025,6.210993673823739,20434.105735193974,0
6.550877192685638,4.824825939065864,5.716378673091186,25070.0087387663,1
6.827250349831679,3.5662463896439145,5.1820452380657365,7377.099212113719,1
5.477283049476333,6.357438520067428,5.523010780807942,29046.083515231163,0
7.240194470415268,3.3628217632499267,4.807069266593042,31144.703124202864,1
6.2528102107865005,2.9217973892390896,6.489931491506645,27690.47478403692,1
7.611609817181437,2.873261209549148,8.561123755060423,25063.68301331781,0
7.181448580829175,5.088859989138795,5.994678646449973,15196.229987483845,1
8.197353369384867,3.3618333238544555,6.472914285587643,27701.79405469116,1
6.284248242254425,3.377132288772658,7.910711202319294,12206.681209872297,1
6.946717558359831,4.934986029609845,5.484258377749063,32946.56751781872,1
7.036752103833548,3.651864698731579,7.248374249340612,20113.897568469984,1
3.5640430728977566,4.665565791546646,6.487171809643874,19871.17949259683,0
7.033495055020295,3.678957092279025,9.0270569832952,29322.74069720301,0
8.692092012708041,4.477960248233931,8.23190033837729,24656.23967944457,0
7.036752103833548,4.318271772600726,7.774360848396785,24590.125934402447,1
6.77977396685122,2.729104523430528,7.322671668758123,24415.07056444557,1
9.065894193686976,4.2995025459430085,7.58817501892342,20260.40369215635,0
6.110545160785598,6.064559250159787,7.681244589718963,21319.79439676636,0
5.999125177726393,5.046973115947742,6.029641484447208,19345.79133187442,0
7.036752103833548,2.8135267561051323,7.664545655619431,11963.32371638583,1
7.036752103833548,4.444350199227698,6.773698985660693,22452.090807860677,1
4.85805560159329,4.130972246502359,7.689304574094695,32886.52889859088,0
5.655117422470192,4.401152242426085,6.39143892140127,19271.90312346903,0
6.351286549370794,3.707053967662745,6.867963632037966,22337.44839296724,1
7.362736501949787,4.408513182397498,5.317019274608898,16268.44860625852,1
9.004352169514855,3.5278934709486345,6.12409517358475,16544.82750374654,0
